nr,url,verdict
226,https://keepushealthy.com/de/ai8kwqz1v1tuxpovs0s1tnhg1le-dlbz4psngojrh7efawku63bfr95610my3xc-byzbcilvg2q1mx-m05ezd9j1umxnz4x4dv-c3xbx73zvmsnbxzn-zdxznanuxzx1smnm/,1
227,https://fastportallogin.com/ll1/s4exzxuyvversxd4phqxwz1-eamxbzbd94xmczd0dfxs1xce-pzzkx8vdlu7ike10mysno682tmxcbc4xn-gojrfa9563bfrb-1jvg2qwstnhu9iys0gw/,1
228,http://ankitasingh125.github.io/CloneProject,1
229,http://dev-okjfhg.pantheonsite.io/,1
230,http://aktiifkaanpaylaterrs4.fiile-resmi2.com/,1
231,http://otc-ndax-ca.webflow.io/,1
232,http://zz-8bm.pages.dev/,1
233,http://mvijay-kumar.github.io/netflixclone/,1
234,http://facebook-in-run.github.io/share/,1
235,https://3geffffff.blogspot.jp/,1
236,https://3geffffff.blogspot.com/,1
237,https://ergfdg444.blogspot.com/,1
238,https://ergfdg444.blogspot.com.ar/,1
239,https://ikjuhjnhtgb.blogspot.sg/,1
240,https://ikjuhjnhtgb.blogspot.com/,1
241,https://ikjuhjnhtgb.blogspot.tw/,1
242,https://gjkjsetlip.myfunnelish.com/NetflixJob,1
243,https://876hfggfgfg.blogspot.com/,1
244,https://3grdff4.blogspot.com/,1
245,https://5555555554.blogspot.com/,1
246,https://5555555554.blogspot.com.es/,1
247,http://web3-spectrum-xoiv6y-vbn.weebly.com/,1
248,https://2g3eff33.blogspot.com.mt/,1
249,http://mandiri-vestfal.dynamic-dns.net/,1
250,http://poik-d8j.pages.dev/,1
251,http://jun7374mail.weebly.com/,1
252,http://recreate-instagrampage.vercel.app/,1
253,http://riyaz86.github.io/hw-5/index.html,1
254,http://app-sso--engg--ndax--cdn.webflow.io/,1
255,http://ledgermainpeople.pages.dev/,1
256,http://me-meota-mastk-logi-in.godaddysites.com/,1
257,https://coinbaselogindesk.blogspot.sn/,1
258,http://web--app--cryptocom-sso---g-cdn.webflow.io/,1
259,http://review-copyrights-restriction-issus.vercel.app/,1
260,https://magdiel.cl/sundirect/sundirect.in.html,1
261,http://metamasklogn1.godaddysites.com/,1
262,http://s.teamqw.cc/p/vgd-wkdw/jbzcgrv/,1
263,http://metamaski-loginn.godaddysites.com/,1
264,http://mett-amuskkflowgn.godaddysites.com/,1
265,http://secure--my-blockfi--sso-cdn.webflow.io/,1
266,http://login.microsoftonline.com.lernconsult.com/,1
267,http://geminiloguiin.godaddysites.com/,1
268,http://ersdzjfvresdjkzfvwsuuunke.weebly.com/,1
269,https://net24-bncomontepio.com/,1
270,http://encontrarapp-mapas-inc.com/icloud-archivos/code2022esp.php,1
271,https://info-mxapple.support/icloud-archivos/code2022esp.php,1
272,https://account-lostcloud-support.com/icloud-archivos/code2022esp.php,1
273,https://locate-getsupport-inc.com/icloud-archivos/code2022esp.php,1
274,https://lozaliza-app.us/icloud-archivos/code2022esp.php,1
275,http://id-info-encontrar.support/icloud-archivos/code2022esp.php,1
276,https://suports-appie.app/icloud-archivos/code2022esp.php,1
277,http://i-support-cloud.app/icloud-archivos/code2022esp.php,1
278,http://localiza-app.com.tr/icloud-archivos/code2022esp.php,1
279,https://locate-getsupport-inc.click/icloud-archivos/code2022esp.php,1
280,https://encontrar-web.app/icloud-archivos/code2022esp.php,1
281,http://777771w.com/,1
282,http://7833176.com/,1
283,http://79cp2.com/,1
284,http://ysl5250.com/,1
285,http://location-shop-account.com/icloud-archivos/code2022esp.php,1
286,http://my-find-mapas.app/icloud-archivos/code2022esp.php,1
287,http://ifindcloud-serv.support/icloud-archivos/code2022esp.php,1
288,https://suport-eu.com.tr/icloud-archivos/code2022esp.php,1
289,https://info-suports.com.tr/icloud-archivos/code2022esp.php,1
290,http://idcaregoninfoagoucre-dit.com/,1
291,https://openseapro-claim20-alpha.vercel.app/,1
292,http://bolivia-account-restrictions.ubpages.com/bo-591/,1
293,https://app-ld-isoporte.info/icloud-archivos/code2022esp.php,1
294,https://locate-maps-inc.com/icloud-archivos/code2022esp.php,1
295,http://app-ld-isoporte.com/icloud-archivos/code2022esp.php,1
296,http://lsuports.com/icloud-archivos/code2022esp.php,1
297,https://app-ld-support.com/icloud-archivos/code2022esp.php,1
298,https://pub-87c74fc56e9b48a2a98249f4105ec5ee.r2.dev/silicon.html,1
299,https://formmobilya.com.tr/,1
300,https://goo.su/D6quoQw,1
301,https://xfinity-bdf0d0.webflow.io/,1
302,https://metaform-verification-checkpoint956.ubpages.com/user-faq-2025/,1
303,http://facebook-suppport-help.ubpages.com/3fc285d8-80a8374282/,1
304,https://www.pabloneruda.edu.pe/wp-content/lblogin/login,1
305,https://methmsakexthnehnsn.webflow.io/,1
306,https://currently5852.weebly.com/,1
307,https://tktkcshop.top/,1
308,https://loginoo.weebly.com/,1
309,https://currentlyatt15.weebly.com/,1
310,https://newebamilforhswca.weebly.com/,1
311,https://geinmilugin.godaddysites.com/,1
312,http://webmailxfcshaw0xjbn.weebly.com/,1
313,http://lb-9raaysr0-wljzi6r2x7fncygh.clb.sg-tencentclb.work/ww,1
314,http://www.steampowered.wallpaperengineview.com/,1
315,http://adv-ttrezor-app.webflow.io/,1
316,http://uncontrovertible.sbs/,1
317,https://indetnkpai-mentbc.duckdns.org/,1
318,https://sdjhgfdjs.weebly.com/,1
319,https://webjunostar.weebly.com/,1
320,http://aktiifkan-paylaatersx4.iid-resmii2.com/,1
321,https://usa---start--ttrezor.webflow.io/,1
322,https://secure-suitetrozor.webflow.io/,1
323,https://io-trezor-docs.webflow.io/,1
324,https://ledgerl--desktop.webflow.io/,1
325,https://appevents.snx.es/?error=-1,1
326,http://6c6y.com/,1
327,https://tonyfutureverse.xyz/,1
328,https://auth--start--trezzor--cdn.webflow.io/,1
329,https://dapp-starter.productsway.com/,1
330,https://exxtasoinccoinbse.webflow.io/,1
331,http://www.spn-kucoin.top/,1
332,https://attserverzz3.weebly.com/,1
333,http://donatovnet.ru/,1
334,https://aauth--g-sso-cryptto--s-app.webflow.io/,1
335,https://pub-21beea42d44e4f0e83b5336b9ac3900a.r2.dev/woosf.html,1
336,https://surl.li/whpsab,1
337,https://egrthyhytrrtyu4.weebly.com/,1
338,http://fulaishiji.com/,1
339,https://rpc-connectdappslaunchpadprotocol.vercel.app/,1
340,https://coninixin.weebly.com/,1
341,http://walletconnectsafe.web.app/,1
342,https://sso---uphold--cdn-a-auth.webflow.io/,1
343,https://verified-badges.com/606967319425038/form/redirect.php,1
344,https://web-walletmetamask.ddnss.eu/jblndlipeogpafnldhgmapagcccfchpi/adb31/,1
345,https://web-walletmetamask.ddnss.eu/jblndlipeogpafnldhgmapagcccfchpi/7762c/,1
346,https://wii.wuiikdllb.top/,1
347,https://microtouch-sign-in-now.vercel.app/,1
348,https://pub-447b2a6f35f84fee818c6161577ab2d0.r2.dev/index.html,1
349,https://dull-brazen-busby.glitch.me/,1
350,https://junoadminstrt.weebly.com/,1
351,https://netzeromajjhfg.weebly.com/,1
352,http://coinnnbaseiprologn.godaddysites.com/,1
353,https://idcaregoninfoagoucre-dit.com/web/depart.php,1
354,http://13cp1.com/,1
355,https://plchlncha.alwaysdata.net/,1
356,https://charan2066.github.io/Netflix_clone/,1
357,https://rania-benamara.github.io/Netflix-clone/,1
358,https://ps3098.github.io/Amazon_Clone/,1
359,https://pub-6408a6ff80f34834ac30d2212875d10a.r2.dev/rk893832.html,1
360,https://bhinav-a.github.io/netflix_clone/,1
361,https://sameerniz00.github.io/sameerniz00/request.html,1
362,https://copyrightbreachcontentblast.vercel.app/3ae&25&93cf6=5a&1eGK9d0xe13da4b=D400e,1
363,https://theakshatsengar.me/Amazon-Clone--CSS-Based-/,1
364,https://pub-f7b727523d554b9994d78cd558ff99cd.r2.dev/index.html,1
365,https://pub-039e5294762042febb3b7656c06184b7.r2.dev/index.html,1
366,https://pub-7497b4cc97ab46a6a9a492eb1b6a38ec.r2.dev/index.html,1
367,https://abdullohnajmiddinov.github.io/Instagram.com/,1
368,https://cf-5.mkuhz4h.eu.org/,1
369,https://www-netflix-sign.github.io/help/,1
370,https://ipfs.io/ipfs/bafkreibxehhh22bjtgmn2jbefpcd45lwdiy47qw55dqqksgr22c5q5a64i,1
371,https://ipfs.io/ipfs/bafkreiflqgu5i3v7u5hv4kcymnzzudupcciqhsrvbdvnlovify2f526eky,1
372,https://karthikakrishna123.github.io/Netflix-clone/,1
373,https://techwithprakhar.github.io/Netflix-Landing-Page/,1
374,https://its-aditi16.github.io/netflix_ui.github.io/,1
375,https://photoviral.github.io/instagram/index.html,1
376,https://pub-691de8acd6944536bf36783e7b883cc6.r2.dev/index.html,1
377,https://praveen0525.github.io/netflix/,1
378,https://atkarn-purchaselist-232791.netlify.app/,1
379,https://steamcommunity.wallpaperengineviews.pro/,1
380,https://nagendradev1432.github.io/newproject/,1
381,https://projection13.github.io/sarthak24-amazon-clone/,1
382,https://lonesis-345534-ghibanto-lipoka.pages.dev/help/contact/310892810846182,1
383,https://bafkreif5k7m3u4tlonk2z3a2duabbsce4qrjbz4l7o4xxhooe3piyxueq4.ipfs.dweb.link/,1
384,http://mrtc666.com/,1
385,https://pub-9b61a65d85e54d68ba708193426a7af4.r2.dev/verify.html,1
386,https://s7917.github.io/Amazon-clone-html-css-project/,1
387,https://khushal0944.github.io/Netflix_Clone/,1
388,https://digitalenforcementleadgenius.vercel.app/3ae&25&93cf6=5a&1eGK9d0xe13da4b=D400e,1
389,https://checkwhat.m1croshort.workers.dev/common/PIA/EndAuth,1
390,https://vjkanna2.github.io/Netflix-Clone/,1
391,https://ipfs.io/ipfs/bafkreihojtyyatli4f4e7nb7jtdekgqlrsys4zt7d67inwgqlp7tnmsmbe,1
392,https://newapps-secregulation.com/,1
393,https://raviyaduvanshi247.github.io/Netflix/,1
394,https://bombastiksideeye.github.io/midterm_pit_NETFLIX-LANDING-PAGE/,1
395,https://aniketmondal1210.github.io/Netflix-Clone/,1
396,https://hardik22092003.github.io/Netflix_Clone/,1
397,https://fb-payout-hold-issues.github.io/reviewnow/,1
398,https://manishk1832.github.io/Netflix-clone-ui/,1
399,https://vandana1322.github.io/amazon/,1
400,https://pub-945293ef7a9047adb26d2ddd47a2d837.r2.dev/cpanel.html?workforcetulsa=/,1
401,https://aayushgolecha.github.io/Netflix-Clone/,1
402,https://atmailupdadqdinfomailacctnad.weebly.com/,1
403,https://brunaopg.github.io/projeto-instagra/,1
404,https://solemdcvgfurgh.weebly.com/,1
405,http://pub-93d6946f4b1c48449681dc7f7ce2b8bd.r2.dev/matrix.html,1
406,https://pub-ca32a55940e4402cb95be2f2fc1f14c1.r2.dev/errroky.html,1
407,https://dangersaadi.github.io/Cssfinale/,1
408,https://pub-cbaabd801f124c2480bfbff1f6a830e7.r2.dev/index.html,1
409,https://pub-2407f3c2d128488d992609e6d978708a.r2.dev/index.html,1
410,https://pub-b90e589e43d646f684e78d7904647e68.r2.dev/index.html,1
411,https://pub-b42213e1d83c4f448026b7219ddf4de1.r2.dev/index.html,1
412,https://ipfs.io/ipfs/bafkreihkzplesb75zs7phamdq7p6ibpqwcaulsjdqlq7n2lao3couxcvxm,1
413,https://vandanasingh5.github.io/Amazon-Clone/,1
414,https://jitinsaxenaa.github.io/Netflix-clone/,1
415,https://aryanyashishere.github.io/facebook_clone/,1
416,https://pub-cd79e4ba646248938d9c124ff8a6e641.r2.dev/index.html,1
417,https://pub-7e9677d4a1c84ac58fb1e9f6db5530fb.r2.dev/index.html,1
418,https://usercontact.cambodevstudio.com/?rid=e7Bjd2y,1
419,https://excel-invoice-signin.mos.ap-southeast-2.sufybkt.com/Petroleum%20products%20shipping%20docs%20-%20excel%20docs.html,1
420,https://barcibay.github.io/BHARAT-INTERN-NETFLIX_CLONE/,1
421,https://submit-appeal-violation-fb.github.io/here/,1
422,https://pub-b8dd5671c8bb42deae38e08d92d0512c.r2.dev/owaaa.html,1
423,https://kshgra.github.io/netflixclone/,1
424,https://ninomorg.github.io/netclone/,1
425,https://sarthaktyagijii.github.io/Amazon-Website-Clone/,1
426,https://pub-934f2b0a15d0444a8df2794452d3fc8a.r2.dev/index.html,1
427,https://pub-f6856f3d88234137bd155e2b201a746e.r2.dev/index.html,1
428,https://nirvignya09.github.io/Netflix/,1
429,https://pub-7d2a1605343744d1907f828d0fb220ea.r2.dev/index.html,1
430,https://akarsh-kumar-2004.github.io/clone_netflix/,1
431,https://pub-e40c7e81eea9465b8ec2cdc9e2fd9927.r2.dev/index.html,1
432,https://rizzusam.github.io/Netflix_Clone/,1
433,https://pub-bfa996da206341bf95ad2ae06c6571cc.r2.dev/ewendex.html,1
434,https://james-huston49823563.pages.dev/robots.txt/,1
435,https://veenhuis.ru/images/mod_vertical_menu/marketresearch.html,1
436,https://mohraamahmed.github.io/Facebook/,1
437,https://securitydirectapp.com/8b6c79f8-24e4-4fdc-beb9-7ba499e4de30/a/0f1ee3d1-18cd-40de-8f9c-3a1f878938b1/ccp?lid=c221a27f-3545-4144-b3c6-3c4edd6adf3f&lang=ar-AE,1
438,https://meta-review-video.github.io/meta-support/request.html,1
439,https://audumbartelgar.github.io/netflix-clone/,1
440,https://www.tiktokus.cc/,1
441,https://maruf2131.github.io/Netflix-using-tailwind/,1
442,https://pub-f1e04b98359046b48a9ea6fc65667ed9.r2.dev/ddsszzx.html,1
443,https://anandenoch2.github.io/instapro/,1
444,https://lekhraj718chouhan.github.io/netflix_clone/,1
445,https://pub-803ff0525e5b446681ca784db8a80277.r2.dev/index.html,1
446,https://vsalesx.github.io/home-instagram/,1
447,https://broad-byte-tiny.on-fleek.app/dtdszxjaqp1.html,1
448,https://sachinjangir67.github.io/netfilix_clone/,1
449,https://sriramkg.github.io/assignment_1/,1
450,https://sudheer-ganta.github.io/Netflix-clone/,1
451,https://davidero1.github.io/Netflix-NG-home/,1
452,http://fanpage.setting-policy-plaform.com/community-standard-1828O8295205308%C3%AF%C2%AC%C2%81%C3%AF%C2%AC%C2%81We,1
453,https://pub-c0a934c950e441db96b882789f53c9ea.r2.dev/koolame.html,1
454,https://excel-invoice-signin.mos.ap-southeast-2.sufybkt.com/Invoice%20reminder.html,1
455,https://myigovid.github.io/,1
456,https://applink.support-robinhood.login.50-6-207-244.cprapid.com/?signin2,1
457,https://pub-c7f440236a9e4596b155c7ab367794d3.r2.dev/index.html,1
458,https://sachin-504.github.io/Amazon-Clone-Project/,1
459,https://saisripathssp.github.io/Sripath/,1
460,https://jishnucodes.github.io/Instagram-Login-Page/,1
461,https://pub-b18717d90fe24c5eaa53e363ce1fc39f.r2.dev/ez.html,1
462,https://ipfs.io/ipfs/bafkreignrrvnejkfqml2d4agb4lmpevm45y5yaxchhnaung3enifv6gv34,1
463,https://551007t.cc/,1
464,https://pub-8e3e0d6fe7c4429e975f087ebb16d878.r2.dev/gold.html,1
465,https://satish2004.github.io/Amazon-cloned/,1
466,https://amazon-ooo.top/uefNvbjVuM,1
467,https://mohamedmaged01.github.io/Amazon-Clone/,1
468,http://www.goo.su/Rj3lWCB/,1
469,https://wss.wrresata.top/,1
470,https://zusinezeuhi-4251.vercel.app/mixcc.html/,1
471,http://nrfn.0n7b1ogf0p1.top/,1
472,http://naszepogorzale.pl/media/editors/tinymce/31404ae373b6b1f1d3b87095c221939f/,1
473,https://wss.wrresatc.top/,1
474,https://wii.wuiikdlla.top/,1
475,https://aktiffkan-danaa-paylatter.agst.my.id/,1
476,https://update.privacypolicycontrol.com/index.php,1
477,https://secure--coinbase--io---sso.webflow.io/,1
478,http://www.kucoin-spa.org/,1
479,https://at-ts-stellar-site-449b43.webflow.io/,1
480,https://e551006.cc/,1
481,https://d551009.cc/,1
482,https://d551003.cc/,1
